🗂️ Rapport de cohérence - 2025-05-01T19:47:46.130Z

[686] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-314-686 | Slug: lait-infantile-bio-everymilk-3-croissance-de-10-mois-à-3-ans--- | Name: Lait Infantile Bio Everymilk 3 Croissance De 10 Mois À 3 Ans - 
[2515] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1834-2515 | Slug: lot-x6---p'tit-dîner-petit-pois-&-potiron-dès-8-mois---6x300g | Name: Lot X6 - P'tit Dîner Petit Pois & Potiron Dès 8 Mois - 6x300g
[2517] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1835-2517 | Slug: lot-x6---p'tit-dîner-potiron-&-artichaud-dès-8-mois---6x300g | Name: Lot X6 - P'tit Dîner Potiron & Artichaud Dès 8 Mois - 6x300g
[1427] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-790-1427 | Slug: coussinet-d'allaitement-jetables-bebe-confort | Name: Coussinet d'allaitement jetables BEBE CONFORT
[1428] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-791-1428 | Slug: couvercle-à-bec-souple-silicone-tasse-de-transition-nuk | Name: Couvercle à bec souple silicone tasse de transition NUK
[1443] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-806-1443 | Slug: gourde-réutilisable-150ml-dès-4-mois-badabulle | Name: Gourde réutilisable 150mL dès 4 mois BADABULLE
[1444] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-807-1444 | Slug: grign-oteur-bleu-anneau-d'alimentation-bébé-munchkin | Name: Grign oteur bleu anneau d'alimentation bébé MUNCHKIN
[1747] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1110-1747 | Slug: coffret-repas-4-pièces-pour-bébé-"ciel"-gris | Name: Coffret Repas 4 Pièces Pour Bébé "ciel" Gris
[2519] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1836-2519 | Slug: yooji---purée-lisse-patate-douce-bio-–-12-repas-bébé-dès-4-mois- | Name: Yooji - Purée Lisse Patate Douce Bio – 12 Repas Bébé Dès 4 Mois 
[2521] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1837-2521 | Slug: yooji---purée-bio-douceur-d'automne-premiers-morceaux-–-9-repas-bébé-dès-9-mois- | Name: Yooji - Purée Bio Douceur D'automne Premiers Morceaux – 9 Repas Bébé Dès 9 Mois 
[2523] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1838-2523 | Slug: yooji---1-mois-de-repas---purées-lisses-de-légumes-et-hachés-de-viandes-et-poissons | Name: Yooji - 1 Mois De Repas - Purées Lisses De Légumes Et Hachés De Viandes Et Poissons
[2524] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1839-2524 | Slug: yooji---bâtonnets-à-manger-main-betterave-&-quinoa-bio-–-15-repas-bébé-dme | Name: Yooji - Bâtonnets À Manger-main Betterave & Quinoa Bio – 15 Repas bébé DME
[2525] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1839-2525 | Slug: yooji---bâtonnets-à-manger-main-betterave-&-quinoa-bio-–-15-repas-bébé-dme | Name: Yooji - Bâtonnets À Manger-main Betterave & Quinoa Bio – 15 Repas bébé DME
[2526] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1840-2526 | Slug: lot-x4---petit-pois-&-panais-bio---16-repas-dès-4-mois---4-x-480g | Name: Lot X4 - Petit Pois & Panais Bio - 16 Repas Dès 4 Mois - 4 X 480g
[2527] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1840-2527 | Slug: lot-x4---petit-pois-&-panais-bio---16-repas-dès-4-mois---4-x-480g | Name: Lot X4 - Petit Pois & Panais Bio - 16 Repas Dès 4 Mois - 4 X 480g
[2528] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1841-2528 | Slug: lot-x4---ratatouille-&-pot-au-feu-bio---12-repas-dès-9-mois---4-x-480g | Name: Lot X4 - Ratatouille & Pot-au-feu Bio - 12 Repas Dès 9 Mois - 4 X 480g
[2529] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1841-2529 | Slug: lot-x4---ratatouille-&-pot-au-feu-bio---12-repas-dès-9-mois---4-x-480g | Name: Lot X4 - Ratatouille & Pot-au-feu Bio - 12 Repas Dès 9 Mois - 4 X 480g
[2530] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1842-2530 | Slug: lot-x4---ratatouille-&-douceur-d'automne-bio---12-repas-dès-9-mois---4-x-480g | Name: Lot X4 - Ratatouille & Douceur D'automne Bio - 12 Repas Dès 9 Mois - 4 X 480g
[2531] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1842-2531 | Slug: lot-x4---ratatouille-&-douceur-d'automne-bio---12-repas-dès-9-mois---4-x-480g | Name: Lot X4 - Ratatouille & Douceur D'automne Bio - 12 Repas Dès 9 Mois - 4 X 480g
[2532] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1843-2532 | Slug: lot-x4---poulet-&-boeuf-bio---dès-6-mois---4-x-80g | Name: Lot X4 - Poulet & Boeuf Bio - Dès 6 Mois - 4 X 80g
[2533] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1843-2533 | Slug: lot-x4---poulet-&-boeuf-bio---dès-6-mois---4-x-80g | Name: Lot X4 - Poulet & Boeuf Bio - Dès 6 Mois - 4 X 80g
[2534] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1844-2534 | Slug: lot-x4---poulet-bio-&-colin-sauvage---dès-6-mois---4-x-80g | Name: Lot X4 - Poulet Bio & Colin Sauvage - Dès 6 Mois - 4 X 80g
[2535] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1844-2535 | Slug: lot-x4---poulet-bio-&-colin-sauvage---dès-6-mois---4-x-80g | Name: Lot X4 - Poulet Bio & Colin Sauvage - Dès 6 Mois - 4 X 80g
[2536] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1845-2536 | Slug: lot-x6---bâtonnet-à-manger-main-betterrave-&-butternut---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Betterrave & Butternut - Dès 12 Mois - 6 X 225g
[2568] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1861-2568 | Slug: lot-x6---bâtonnet-à-manger-main-betterrave-&-maïs---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Betterrave & Maïs - Dès 12 Mois - 6 X 225g
[2872] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-2030-2872 | Slug: ecomil---boisson-d'épeautre-biologique-au-riz-et-aux-noisettes-1-l- | Name: Ecomil - Boisson D'épeautre Biologique Au Riz Et Aux Noisettes 1 L 
[2873] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-2031-2873 | Slug: naturgreen---boisson-à-l'avoine-entière-biologique-1-l-(avoine)- | Name: Naturgreen - Boisson À L'avoine Entière Biologique 1 L (avoine) 
[2874] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-2031-2874 | Slug: naturgreen---boisson-à-l'avoine-entière-biologique-1-l-(avoine)- | Name: Naturgreen - Boisson À L'avoine Entière Biologique 1 L (avoine) 
[11930] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-10783-11930 | Slug: biscuits-badines-d'auvergne-caramel-l'auvergnat-nature | Name: Biscuits Badines d'Auvergne caramel L'AUVERGNAT NATURE
[1429] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-792-1429 | Slug: couvert-minnie-disney | Name: Couvert Minnie DISNEY
[1430] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-793-1430 | Slug: couvert-mickey-disney | Name: Couvert Mickey DISNEY
[1431] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-794-1431 | Slug: couverts-flexible-dès-6-mois-badabulle | Name: Couverts flexible dès 6 mois BADABULLE
[2537] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1845-2537 | Slug: lot-x6---bâtonnet-à-manger-main-betterrave-&-butternut---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Betterrave & Butternut - Dès 12 Mois - 6 X 225g
[2539] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1846-2539 | Slug: -portions-de-colin-haché-sauvage-pour-40-repas-bébé-4-6-mois | Name:  portions De Colin Haché Sauvage Pour 40 Repas Bébé 4-6 Mois
[2540] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1847-2540 | Slug: yooji---ecrasé-risotto-x3 | Name: Yooji - Ecrasé Risotto X3
[2541] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1847-2541 | Slug: yooji---ecrasé-risotto-x3 | Name: Yooji - Ecrasé Risotto X3
[2542] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1848-2542 | Slug: duo-écrasés-recettes-tajine-(x2)-&-ratatouille-(x2)---12-repas---18m+ | Name: Duo Écrasés Recettes Tajine (x2) & Ratatouille (x2) - 12 Repas - 18m+
[2543] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1848-2543 | Slug: duo-écrasés-recettes-tajine-(x2)-&-ratatouille-(x2)---12-repas---18m+ | Name: Duo Écrasés Recettes Tajine (x2) & Ratatouille (x2) - 12 Repas - 18m+
[2544] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1849-2544 | Slug: yooji---spécial-diversification-alimentaire-dès-6-mois---légumes-bio-et-hachés-de-viandes-et-poissons---pour-45-repas | Name: Yooji - Spécial Diversification Alimentaire Dès 6 Mois - Légumes Bio Et Hachés De Viandes Et Poissons - Pour 45 Repas
[2545] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1849-2545 | Slug: yooji---spécial-diversification-alimentaire-dès-6-mois---légumes-bio-et-hachés-de-viandes-et-poissons---pour-45-repas | Name: Yooji - Spécial Diversification Alimentaire Dès 6 Mois - Légumes Bio Et Hachés De Viandes Et Poissons - Pour 45 Repas
[2546] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1850-2546 | Slug: lot-x5---p'tit-dîner-petit-pois---5x300g---10/15-repas | Name: Lot X5 - P'tit Dîner Petit Pois - 5x300g - 10/15 Repas
[2547] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1850-2547 | Slug: lot-x5---p'tit-dîner-petit-pois---5x300g---10/15-repas | Name: Lot X5 - P'tit Dîner Petit Pois - 5x300g - 10/15 Repas
[2548] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1851-2548 | Slug: lot-x6---p'tit-dîner-carotte-&-petit-pois-dès-8-mois---6x300g | Name: Lot X6 - P'tit Dîner Carotte & Petit Pois Dès 8 Mois - 6x300g
[2549] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1851-2549 | Slug: lot-x6---p'tit-dîner-carotte-&-petit-pois-dès-8-mois---6x300g | Name: Lot X6 - P'tit Dîner Carotte & Petit Pois Dès 8 Mois - 6x300g
[2550] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1852-2550 | Slug: portions-de-poulet-haché-bio-pour-24-repas-bébé-dès-4-6-mois | Name: Portions De Poulet Haché Bio Pour 24 Repas Bébé Dès 4-6 Mois
[2551] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1852-2551 | Slug: portions-de-poulet-haché-bio-pour-24-repas-bébé-dès-4-6-mois | Name: Portions De Poulet Haché Bio Pour 24 Repas Bébé Dès 4-6 Mois
[2552] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1853-2552 | Slug: yooji---purée-lisse-petit-pois-bio-–-12-repas-bébé-dès-4-mois- | Name: Yooji - Purée Lisse Petit Pois Bio – 12 Repas Bébé Dès 4 Mois 
[2553] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1853-2553 | Slug: yooji---purée-lisse-petit-pois-bio-–-12-repas-bébé-dès-4-mois- | Name: Yooji - Purée Lisse Petit Pois Bio – 12 Repas Bébé Dès 4 Mois 
[2554] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1854-2554 | Slug: portions-de-boeuf-haché-bio-pour-24-repas-bébé-dès-4-6-mois | Name: Portions De Boeuf Haché Bio Pour 24 Repas Bébé Dès 4-6 Mois
[2555] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1854-2555 | Slug: portions-de-boeuf-haché-bio-pour-24-repas-bébé-dès-4-6-mois | Name: Portions De Boeuf Haché Bio Pour 24 Repas Bébé Dès 4-6 Mois
[2556] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1855-2556 | Slug: yooji---purée-bio-ratatouille-premiers-morceaux-–-9-repas-bébé-dès-9-mois- | Name: Yooji - Purée Bio Ratatouille Premiers Morceaux – 9 Repas Bébé Dès 9 Mois 
[2557] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1855-2557 | Slug: yooji---purée-bio-ratatouille-premiers-morceaux-–-9-repas-bébé-dès-9-mois- | Name: Yooji - Purée Bio Ratatouille Premiers Morceaux – 9 Repas Bébé Dès 9 Mois 
[2558] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1856-2558 | Slug: portions-de-veau-haché-bio-pour-24-repas-bébé-dès-4-6-mois- | Name: Portions De Veau Haché Bio Pour 24 Repas Bébé Dès 4-6 Mois 
[2559] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1856-2559 | Slug: portions-de-veau-haché-bio-pour-24-repas-bébé-dès-4-6-mois- | Name: Portions De Veau Haché Bio Pour 24 Repas Bébé Dès 4-6 Mois 
[2560] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1857-2560 | Slug: lot-x4---petit-pois-&-patate-douce-bio---16-repas-dès-4-mois---4-x-480g | Name: Lot X4 - Petit Pois & Patate Douce Bio - 16 Repas Dès 4 Mois - 4 X 480g
[1432] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-795-1432 | Slug: cuillère-souple-dès-4-mois-badabulle | Name: Cuillère souple dès 4 mois BADABULLE
[1433] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-796-1433 | Slug: cuillère-souple-dès-4-mois-badabulle | Name: Cuillère souple dès 4 mois BADABULLE
[1434] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-797-1434 | Slug: cuillère-bébé-verte-et-jaune-en-silicone-badabulle | Name: Cuillère bébé verte et jaune en silicone BADABULLE
[1748] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1111-1748 | Slug: coffret-repas-4-pièces-pour-bébé-"océan"-bleu | Name: Coffret Repas 4 Pièces Pour Bébé "océan" Bleu
[2561] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1857-2561 | Slug: lot-x4---petit-pois-&-patate-douce-bio---16-repas-dès-4-mois---4-x-480g | Name: Lot X4 - Petit Pois & Patate Douce Bio - 16 Repas Dès 4 Mois - 4 X 480g
[2562] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1858-2562 | Slug: lot-x4---panais-&-patate-douce-bio---16-repas-dès-4-mois---4-x-480g | Name: Lot X4 - Panais & Patate Douce Bio - 16 Repas Dès 4 Mois - 4 X 480g
[2566] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1860-2566 | Slug: lot-x4---boeuf-bio-&-colin-sauvage---dès-4-6-mois---4-x-80g | Name: Lot X4 - Boeuf Bio & Colin Sauvage - Dès 4-6 Mois - 4 X 80g
[2567] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1860-2567 | Slug: lot-x4---boeuf-bio-&-colin-sauvage---dès-4-6-mois---4-x-80g | Name: Lot X4 - Boeuf Bio & Colin Sauvage - Dès 4-6 Mois - 4 X 80g
[2569] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1861-2569 | Slug: lot-x6---bâtonnet-à-manger-main-betterrave-&-maïs---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Betterrave & Maïs - Dès 12 Mois - 6 X 225g
[2570] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1862-2570 | Slug: lot-x6---bâtonnet-à-manger-main-haricot-vert-&-maïs---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Haricot Vert & Maïs - Dès 12 Mois - 6 X 225g
[2571] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1862-2571 | Slug: lot-x6---bâtonnet-à-manger-main-haricot-vert-&-maïs---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Haricot Vert & Maïs - Dès 12 Mois - 6 X 225g
[2572] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1863-2572 | Slug: lot-x6---bâtonnet-à-manger-main-haricot-vert-&-butternut---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Haricot Vert & Butternut - Dès 12 Mois - 6 X 225g
[2573] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1863-2573 | Slug: lot-x6---bâtonnet-à-manger-main-haricot-vert-&-butternut---dès-12-mois---6-x-225g | Name: Lot X6 - Bâtonnet À Manger-main Haricot Vert & Butternut - Dès 12 Mois - 6 X 225g
[2574] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1864-2574 | Slug: yooji---bâtonnets-à-manger-main-maïs-&-semoule-de-maïs-bio-–-15-repas-bébé-dme-(dès-12-mois) | Name: Yooji - Bâtonnets À Manger-main Maïs & Semoule De Maïs Bio – 15 Repas Bébé Dme (dès 12 Mois)
[2575] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1864-2575 | Slug: yooji---bâtonnets-à-manger-main-maïs-&-semoule-de-maïs-bio-–-15-repas-bébé-dme-(dès-12-mois) | Name: Yooji - Bâtonnets À Manger-main Maïs & Semoule De Maïs Bio – 15 Repas Bébé Dme (dès 12 Mois)
[2576] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1865-2576 | Slug: portions-de-boeuf-haché-bio-pour-40-repas-bébé-dès-4-6-mois- | Name: Portions De Boeuf Haché Bio Pour 40 Repas Bébé Dès 4-6 Mois 
[2577] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1865-2577 | Slug: portions-de-boeuf-haché-bio-pour-40-repas-bébé-dès-4-6-mois- | Name: Portions De Boeuf Haché Bio Pour 40 Repas Bébé Dès 4-6 Mois 
[2578] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1866-2578 | Slug: yooji---ecrasé-tajine-x3 | Name: Yooji - Ecrasé Tajine X3
[2579] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1866-2579 | Slug: yooji---ecrasé-tajine-x3 | Name: Yooji - Ecrasé Tajine X3
[2580] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1867-2580 | Slug: yooji---kit-spécial-manger-main-:-bâtonnets-de-légumes-&-féculents-bio-et-accessoires---36-repas---12m+ | Name: Yooji - Kit Spécial Manger-main : Bâtonnets De Légumes & Féculents Bio Et Accessoires - 36 Repas - 12m+
[2581] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1867-2581 | Slug: yooji---kit-spécial-manger-main-:-bâtonnets-de-légumes-&-féculents-bio-et-accessoires---36-repas---12m+ | Name: Yooji - Kit Spécial Manger-main : Bâtonnets De Légumes & Féculents Bio Et Accessoires - 36 Repas - 12m+
[2582] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1868-2582 | Slug: yooji---1-mois-de-repas-bébé-du-soir-dès-8-mois---purées-légumes-et-céreales-bio-avec-morceaux | Name: Yooji - 1 Mois De Repas Bébé Du Soir Dès 8 Mois - Purées Légumes Et Céreales Bio Avec Morceaux
[1435] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-798-1435 | Slug: cuillère-bébé-multicolore-dès-6-mois-et-plus-munchkin | Name: Cuillère bébé multicolore dès 6 mois et plus MUNCHKIN
[1436] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-799-1436 | Slug: cuillère-multicolore-souple-munchkin | Name: Cuillère multicolore souple MUNCHKIN
[1749] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1112-1749 | Slug: lot-de-2-bavoirs-bandana-"ciel"-41cm-rose | Name: Lot De 2 Bavoirs Bandana "ciel" 41cm Rose
[1750] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1113-1750 | Slug: coffret-repas-4-pièces-pour-bébé-"ciel"-rose | Name: Coffret Repas 4 Pièces Pour Bébé "ciel" Rose
[1751] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1114-1751 | Slug: housse-de-protection-pour-biberon-"col-large"-11cm-gris | Name: Housse De Protection Pour Biberon "col Large" 11cm Gris
[2754] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1965-2754 | Slug: lot-2x-riz-baldo-long-grain-extra---sac-5kg- | Name: Lot 2x Riz Baldo Long Grain Extra - Sac 5kg 
[2758] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1967-2758 | Slug: lot-6x-riz-baldo-long-grain-extra---sac-900g- | Name: Lot 6x Riz Baldo Long Grain Extra - Sac 900g 
[2759] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1967-2759 | Slug: lot-6x-riz-baldo-long-grain-extra---sac-900g- | Name: Lot 6x Riz Baldo Long Grain Extra - Sac 900g 
[2760] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1968-2760 | Slug: lot-12x-lait-de-coco-bio---boîte-400ml- | Name: Lot 12x Lait De Coco Bio - Boîte 400ml 
[2761] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1968-2761 | Slug: lot-12x-lait-de-coco-bio---boîte-400ml- | Name: Lot 12x Lait De Coco Bio - Boîte 400ml 
[2762] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1969-2762 | Slug: lot-6x-lait-de-coco-bio---boîte-400ml- | Name: Lot 6x Lait De Coco Bio - Boîte 400ml 
[2763] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1969-2763 | Slug: lot-6x-lait-de-coco-bio---boîte-400ml- | Name: Lot 6x Lait De Coco Bio - Boîte 400ml 
[2764] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1970-2764 | Slug: boisson-végétale-bio-avoine-sans-sucres-ajoutés---kiobio---brique-1l- | Name: Boisson Végétale Bio Avoine Sans Sucres Ajoutés  - Kiobio - Brique 1l 
[2765] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1971-2765 | Slug: lot-12x-riz-blanc-basmati-xxl---sac-900g- | Name: Lot 12x Riz Blanc Basmati Xxl - Sac 900g 
[2766] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1972-2766 | Slug: lot-3x-boisson-végétale-amande-intense-bio---kiobio---brique-1l- | Name: Lot 3x Boisson Végétale Amande Intense Bio - Kiobio - Brique 1l 
[2767] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1973-2767 | Slug: riz-baldo-long-grain-extra---sac-5kg- | Name: Riz Baldo Long Grain Extra - Sac 5kg 
[2768] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1973-2768 | Slug: riz-baldo-long-grain-extra---sac-5kg- | Name: Riz Baldo Long Grain Extra - Sac 5kg 
[2769] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1974-2769 | Slug: lot-3x-boisson-végétale-bio-avoine-sans-sucres-ajoutés---kiobio---bri- | Name: Lot 3x Boisson Végétale Bio Avoine Sans Sucres Ajoutés  - Kiobio - Bri 
[2770] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1975-2770 | Slug: lot-6x-riz-blanc-basmati-xxl---sac-900g- | Name: Lot 6x Riz Blanc Basmati Xxl - Sac 900g 
[2771] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1976-2771 | Slug: riz-blanc-basmati-xxl---sac-4,5kg- | Name: Riz Blanc Basmati Xxl - Sac 4,5kg 
[2772] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1976-2772 | Slug: riz-blanc-basmati-xxl---sac-4,5kg- | Name: Riz Blanc Basmati Xxl - Sac 4,5kg 
[2773] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1977-2773 | Slug: boisson-végétale-amande-intense-bio---kiobio---brique-1l- | Name: Boisson Végétale Amande Intense Bio - Kiobio - Brique 1l 
[2774] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1978-2774 | Slug: lot-3x-riz-baldo-long-grain-extra---sac-900g- | Name: Lot 3x Riz Baldo Long Grain Extra - Sac 900g 
[2775] ✅ PostgreSQL | ✅ Redis | ✅ Elasticsearch → 🔎 SKU: SKU-1978-2775 | Slug: lot-3x-riz-baldo-long-grain-extra---sac-900g- | Name: Lot 3x Riz Baldo Long Grain Extra - Sac 900g 
